Debug019_aegypti_El_Dorado_Argentina_U_10	Debug019_aegypti_El_Dorado_Argentina_U_11	Debug019_aegypti_El_Dorado_Argentina_U_2	Debug019_aegypti_El_Dorado_Argentina_U_4	Debug019_aegypti_El_Dorado_Argentina_U_5	Debug031_aegypti_El_Dorado_US_U_24	Debug031_aegypti_El_Dorado_US_U_25	Debug031_aegypti_El_Dorado_US_U_26	Debug031_aegypti_El_Dorado_US_U_28	Debug031_aegypti_El_Dorado_US_U_29	Debug031_aegypti_El_Dorado_US_U_30	Debug031_aegypti_El_Dorado_US_U_31	Debug016_aegypti_Cali_Colombia_U_10	Debug016_aegypti_Cali_Colombia_U_11	Debug016_aegypti_Cali_Colombia_U_12	Debug016_aegypti_Cali_Colombia_U_5	Debug016_aegypti_Cali_Colombia_U_8	Debug016_aegypti_Cali_Colombia_U_9	Amacuzac_Mexico-_12	Amacuzac_Mexico-_15	Amacuzac_Mexico-_21	Amacuzac_Mexico-_2	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-10	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-11	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-16	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-17	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-18	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-20	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-24	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-3	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-4	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-5	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-6	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-7	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-8
39845	62517	45114	63401	60609	79446	61062	61026	41969	41674	56454	41409	42876	45384	40421	43847	55680	50978	111910	91408	131164	108003	72376	54345	58576	83117	55954	47069	57367	57802	80860	62989	48317	54835	53482
19904	30973	23723	27717	35339	33390	35663	31030	23911	22385	32072	18537	19152	20444	19156	20633	29216	28753	47154	52516	65814	52820	35615	28382	27992	42437	27292	25817	31911	30678	39468	34201	27240	32645	19943
22168	39390	27205	38371	33551	37996	37004	34132	22647	29816	29477	17912	22010	23738	21354	29513	32310	27763	50311	46894	72093	59895	41688	33533	32567	54747	31850	24667	41166	42092	44587	42532	28799	31350	31659
875484	1607204	834083	2015111	1644467	1038604	992964	1705326	1156334	1333952	1591487	942612	1196623	1230062	825780	1025793	1308098	1044365	1214991	2434298	3449412	2113598	1342072	1459123	1238588	1431111	1036731	1019172	1659062	1771917	2052547	1383078	895892	1075054	682902
4034818	5914324	4509504	5342127	4568240	7029710	6772368	6044977	4639838	5356320	5630260	3071631	3995381	4251164	4160592	5114633	7331641	4545060	10717451	9831394	14627968	10791956	8045764	5340613	7022970	7350945	5135858	5590334	6461443	6476118	6866941	7126550	4280372	5984215	4891158
146165	220037	205935	176254	114087	191914	206367	299268	149001	148390	216448	86614	157811	169008	147636	157035	195541	189529	371392	348268	584110	406665	301657	208948	236473	298356	215119	222480	243506	261028	290098	228278	203558	223914	177208
1349765	1480774	1234309	1662930	1553289	1422234	1140675	2032272	813705	953652	1073046	747268	1142798	1240796	1162386	1383121	1667227	1287901	2256790	2116650	2697063	2319909	1606241	1275367	1509390	1634694	1424471	1218283	1366933	1565063	1901769	1761528	932176	1198511	998397
167270	320849	191725	449717	351739	288619	284624	229991	250843	285819	353808	235797	290314	309415	187121	246134	194739	255642	475025	591061	605621	504786	344763	276901	163489	388516	274665	248762	421408	468393	357701	201684	239352	174608	152250
2612	5043	5172	7836	4896	9334	7655	5045	7310	6135	4505	3770	4339	6220	2398	3325	5740	3487	1268	5554	13688	6166	1052	1599	2941	5523	1918	3287	3123	2165	5337	6542	2586	1055	3051
328889	267598	276737	374168	341208	103338	38954	527258	72633	79484	94246	95726	157187	174096	153265	174795	216312	177900	245507	250401	219500	183808	123064	148102	198258	108038	205290	150071	150069	182894	267332	224000	83045	133268	74192
33215	52973	43635	40035	57241	60459	49062	50656	29252	42756	49179	32798	32196	39099	28573	35653	53979	41023	78421	69834	98415	88196	51814	47423	46494	62290	43469	39082	46653	51849	62358	61137	40106	43110	44113
270391	369444	266382	315319	331540	381476	358708	382215	279277	288999	338563	235754	267673	280215	212608	288692	366581	327437	655217	476520	763602	700500	466745	335316	419462	471133	349766	334698	385644	418131	518603	402513	308971	384004	334342
62710	95632	78826	94766	90336	98463	91198	104193	69852	82758	82757	58102	75979	75930	61424	70526	92708	74535	157031	144481	182654	154505	109177	95017	95224	122209	96544	73531	100502	115000	138042	103105	57647	93826	81497
10559	19259	10438	14470	14348	15715	18147	17499	9925	11724	15700	12269	10198	7466	7294	9366	14258	11466	22095	22565	33125	23948	17534	14869	14537	15992	14064	11800	12019	15766	18071	16794	10851	10383	9461
51616	82421	61876	72379	75611	83819	84410	83194	51651	61546	79639	52458	50383	59605	43551	59143	81057	67990	117468	122898	158156	139686	97678	70859	72130	97382	70146	67969	75377	85925	97602	83083	53298	68409	64214
129648	187732	125257	163075	142740	204571	196902	227179	141737	169392	167014	94298	124890	135822	119714	128845	175984	135875	291171	315885	320738	279166	224304	196967	140141	203329	198921	115678	166419	226594	271608	186292	145386	135232	139550
20407	30578	20250	26220	30484	28596	29450	27204	15450	25945	30143	23379	20260	17449	17473	20250	26275	18625	42936	37454	59615	40779	34301	29900	26205	35139	23082	20438	26638	27310	36651	32017	18395	26925	19853
292102	387272	316815	344592	291030	446170	482190	415523	254213	316892	370618	229404	333635	369904	180787	239864	291134	301999	627024	535709	459903	544728	466067	384827	242635	416811	477261	211249	322474	534614	676361	327516	263607	278934	338708
23112	27058	25255	28536	25861	30670	31104	29460	21446	25347	32538	17822	20071	19654	16695	21199	23758	20853	45051	40852	53487	52150	34476	29852	29443	38911	24596	21595	28109	33128	35667	29449	24469	29993	23188
7239	11492	9354	11877	11176	11519	14638	17793	6865	9272	12856	8616	7167	7663	9589	8578	12785	8608	15308	16025	22011	20467	11682	11728	12131	17132	12237	12502	11967	12619	14046	13606	8994	9912	8417
112676	163341	140717	175966	154009	194107	192680	186170	142532	166731	158639	103550	150135	165742	83933	101223	130341	133899	337877	268323	296711	318830	209186	192844	136326	241533	188621	128900	165831	239314	243291	201853	106753	141792	164197
110083	142991	95679	123181	113839	172883	168953	176349	122947	143542	170727	74191	151577	151437	58000	65180	93333	116639	312427	276100	209858	269979	183712	155666	77717	177809	157917	74667	142828	199426	266409	220598	68477	97428	120406
8492503	11601336	8375349	9717398	8423899	12426790	12624742	12780199	8918577	10259353	11196801	5822961	8685920	9071717	8240873	9517160	13074468	10551034	19636637	18031759	26541941	21560755	15707374	11707765	10985238	15442142	10990483	9223728	11889066	13926812	14740745	13581395	9560552	11166150	10273398
26741	38999	21695	34285	27106	50708	54643	42141	28418	34249	34648	26263	46725	50517	29861	27002	23996	52076	70332	85465	135352	120579	57994	49859	57986	68526	46561	52624	79863	82332	57568	71400	42260	42713	24405
271865	298770	241935	269247	266623	292584	317675	276727	267303	324543	320072	200861	217913	252486	211962	224692	240043	240989	439204	467454	571474	522480	310329	248188	280174	395596	241024	270631	317480	347427	369333	236782	244874	228772	217850
58330	50293	58549	75831	82230	70739	80465	71523	42821	40853	75523	37560	104344	106400	69866	82458	57111	75209	121405	201381	230026	207220	58269	88695	66661	137955	90258	82415	148822	149546	120265	51311	85875	44158	34161
291562	403321	195956	293893	322843	424647	416969	380326	331070	386014	385768	217302	408360	440142	349740	417266	561710	482347	566255	760203	1214147	737330	654734	520111	591224	554590	461243	506479	514643	593658	508265	532885	391259	398465	340043
328516	378556	361101	376707	371979	518759	499622	468417	303314	350479	396672	234688	619585	604344	401111	462897	388844	535284	542102	1128378	1246034	1141438	482445	566314	396818	811436	508213	532509	844791	917982	820964	409587	464992	341775	310062
80799	56705	6905	10184	55366	123224	123835	110578	47089	52671	62867	42984	50210	47833	41548	45782	53279	93037	102868	152433	142269	183627	122560	94517	56648	140034	48662	51946	17431	67959	125518	110419	80819	18325	84139
237698	245121	247871	288314	379820	315653	326777	256167	205864	246423	218582	189351	118228	122255	125659	176231	245888	163297	353812	1076459	978677	813064	218088	440601	231372	621053	424253	400661	755339	844560	656319	203356	328529	183407	172735
3330	6707	4819	2600	2148	5077	3193	98	1925	2671	4250	3276	4357	3094	5383	3372	6463	5869	6587	7135	10289	6527	6201	3069	2865	4323	6871	1572	5193	8390	7000	1957	5311	5745	3082
4180026	4765749	3467317	4267910	4636448	6012462	5875287	5455404	3393386	3963739	4595628	3193055	3458360	3550208	2896784	3751659	5145414	3943851	9008171	8322844	9531252	7680935	6234329	4859353	4917290	5272345	4258375	4075914	4875926	5218774	5863554	5613152	3587611	4769960	4069406
14397	25141	19763	25424	24284	25727	28583	30619	13816	19575	22631	16405	15826	14812	13653	20324	27641	19367	35335	36885	48717	33695	28400	22105	25340	34764	22215	17441	25264	29638	29594	24004	22835	25102	21543
15394	21810	17151	22827	24376	27630	28389	27415	18077	14917	19127	13224	21351	24049	18040	19881	25594	27651	49257	37328	60086	46874	39537	25432	25456	37099	26921	21188	30581	34280	35971	29294	23362	27697	31838
488900	538341	280210	362208	459641	668204	673037	587616	310856	366419	517270	307839	326857	360929	279046	365641	532239	405325	834818	648156	1108991	742639	551534	457926	425293	508092	385435	356484	447895	457013	630974	513599	369408	386407	363703
414944	438179	465738	419970	569205	545510	561251	566497	371203	408579	431850	308588	257333	245703	207547	281606	408627	282053	757648	1011200	1151288	1106851	546146	516215	390691	803112	554844	465548	717232	757146	668129	448071	508441	464671	329874
290113	423467	136962	138876	236668	273814	285636	370011	183753	221434	284225	151753	209400	220564	196906	227452	325426	233993	503767	511899	749740	648088	384774	302314	308220	409071	303861	243802	336467	389673	349640	296880	214998	300102	266352
13381	19688	18261	15817	24735	21623	21320	19697	16344	14623	20142	14386	11129	13682	9403	13583	22903	16148	29282	31310	39231	37346	23887	19453	15685	23887	20304	14103	22037	26302	25376	20102	15641	20412	15499
7432	11315	9066	10773	9912	16130	13159	14027	7601	9301	11544	8202	6288	6754	6612	7631	11226	9152	18330	16914	23877	19531	13731	7095	11069	15307	8053	9118	8661	12073	16804	11333	6434	12604	7549
12486317	13785027	11583316	13597131	13723714	17952414	17684369	14571247	10803077	12461565	14033594	9043770	9502698	9891483	8888898	10560482	14484405	11299565	20717978	19334093	29582496	23444630	15413427	11790260	12644027	16421428	12686039	10587254	13677126	15782663	17554351	14557280	9863242	13185513	11483129
217943	431198	329222	390141	479548	395874	401364	372541	213194	266461	409352	280690	192474	213878	166632	158040	221854	240667	358036	575089	700848	491965	316564	187778	252114	341833	271285	215752	265275	316973	376150	273131	231628	223511	203086
13970	20211	16924	20106	23263	27499	25938	19010	14451	13976	22837	14121	14760	16640	12864	12782	19111	16062	34108	31997	47529	37556	25430	20289	20754	29429	19910	16764	21433	27310	26635	24150	15601	15563	19278
12101	16229	16951	16519	21839	24833	20712	17525	12866	14507	13244	12310	10240	13444	9847	12330	14187	15860	32094	29434	40215	33414	17997	19770	20158	25772	19084	17634	17363	22349	23323	17412	15523	16416	13027
218714	342825	231414	386799	388689	331767	319977	350133	275776	336992	400753	261266	320989	342374	242064	301205	284758	318490	532144	272955	689179	346463	413202	309029	430849	227226	177754	251858	180461	209886	377996	487271	147758	303809	372542
3576671	4307610	3702526	5145725	4248129	4849949	4715538	5122433	3649389	4258424	5142361	3299425	3147902	3074551	1913048	2286083	3718129	2945692	6669634	7108891	10812825	7648054	5709293	4293254	4945775	5628985	3783936	4070278	4216691	4781258	5812094	5304776	3497163	4619439	3758957
22788	22222	23015	27741	30032	34237	37874	35120	24789	23587	27502	18475	33288	30135	17817	17417	25881	24962	59545	44180	80820	57499	37744	30035	33597	40129	29952	21772	33685	38625	31937	35281	24595	24640	23341
34584	34107	31994	39980	41082	62455	45282	43829	39489	48248	35937	37376	28200	33599	23234	30091	35255	33974	92413	60897	116205	63325	77180	35993	51786	56089	51661	43870	53340	62202	53447	63070	48085	74152	36918
67758	77153	64590	74812	84089	104321	101136	76437	58473	70673	113302	65263	79536	77051	62371	83528	112970	103111	176436	144039	241341	166400	119811	98032	92800	124249	86211	83684	122703	118479	133618	99567	99028	95316	76409
7123311	7935889	7117663	8539309	8811691	10765640	10283078	10290751	5760170	6643325	7808279	4672311	6395703	6725773	6773043	7293904	9886486	7445847	15160905	13783413	20011632	15208442	11955623	7648038	7932152	10393299	7414906	6482621	8970432	9316353	10563575	9599886	6266142	7833734	7166570
1461903	1569935	1612435	1943999	1804259	2144495	2074802	2008897	1217002	1435129	1456628	851536	1296985	1356689	1369054	1484468	2099451	1558753	3236551	2994346	4082587	3285415	2489194	1523299	1898974	2222092	1626060	1461437	1977475	2114603	2182554	1931071	1259944	1675760	1585105
406601	449996	424273	518509	547135	455549	446262	570874	294122	335317	297777	203672	395718	390670	346598	424008	569609	462711	947800	379549	870291	941143	492987	371250	413814	650135	338704	351158	445221	389080	485420	434879	410030	296500	235915
4268	16137	3821	3140	17242	8483	10671	4072	21166	21530	27465	18222	21510	17562	14687	22429	31561	20649	44137	39022	53204	50948	35462	24715	23984	36483	30301	20107	24847	32305	33491	32588	24298	26676	19755
1446881	1641590	1304385	1687438	1746868	1648208	1641712	2134229	1144431	1353980	1591595	1147472	1237496	1227035	1137185	1287306	1795202	1391210	2687551	2027678	3247829	3141172	1790598	1439436	1644265	2248557	1570494	1388460	1628100	1893562	1858544	1740216	1279279	1510869	1316929
152672	188805	95482	113203	108222	223508	206292	143476	88525	99992	212324	111709	78776	82316	103351	95701	142161	60168	184155	86940	147028	280710	81535	61381	96251	206947	130272	81384	106555	157767	101877	117297	56955	111521	104802
258822	301731	104701	205908	210495	333613	306817	297286	136103	165451	205448	168574	224663	209536	179619	162001	220313	216767	391142	307429	498765	508049	293974	200711	215955	335092	117199	158625	168526	134866	322246	282836	183043	178083	149175
2246671	2830879	2418778	2895783	2600090	3517616	3511919	3336215	2374978	2742136	3100336	1928424	2620702	2672459	2358769	2673024	3713324	3046589	5209779	3976288	7406826	6119613	3872363	2654749	3621587	4328755	3303443	3094417	3418489	4065764	4550519	4215354	2645811	3489250	3059059
1064113	1326251	1103345	1327415	1170952	1681307	1669406	1681992	1108951	1261006	1481717	920148	1175138	1189864	1059651	1240098	1676375	1327136	2582219	1664332	3748110	3186204	1673662	1185528	1738243	2213155	1673524	1477674	1648552	2016574	1939041	2076663	1265356	1744189	1554471
335283	415860	366890	438360	294293	395181	369392	379890	256019	307772	305810	220921	290630	274877	277233	276688	374362	306810	664217	551677	879373	721848	398296	351284	435775	535229	348277	404190	389756	434054	488151	394280	315956	410519	403698
368158	491504	422341	467196	392662	555192	561025	546165	397903	464203	467250	312978	371340	386573	346070	387587	538790	432339	856128	730839	1028208	1010006	634064	467535	507209	748345	397632	423946	475610	539171	621258	557736	383107	457376	471203
2437177	2961388	2112731	3065329	3469975	3680077	3746436	3520507	2043146	2389359	3212554	2072563	2428555	2437499	2176365	2405164	3299320	2623218	5773881	4773545	7405343	6173918	3834691	3158339	3405846	4295156	2873026	2862263	3331676	3625603	4530360	3546615	2445240	3149164	2906226
10071	10447	11596	9705	14484	16774	16393	14680	11848	11277	14163	10644	8451	9988	6808	10299	15728	11298	22010	19414	29709	20732	13538	12234	12145	19874	12652	12179	10895	15225	16083	16205	10937	13412	8917
151776	185647	127818	217125	254172	225583	236338	206585	123421	142390	225388	147125	153043	151616	141713	68529	107091	177365	233587	285158	404683	353239	175147	136668	185646	263010	181391	153586	152655	224577	265517	230428	154131	195822	151991
174151	256435	135525	286656	338194	168117	220966	286121	154290	170995	169877	115968	213812	211958	191146	113308	147717	263021	340670	415019	628385	527155	278583	172912	272967	364082	270581	217746	211958	322672	330206	303227	214632	261667	231601
341773	442096	200655	421380	601739	363152	352957	506035	260004	306290	311996	234961	353731	369269	332745	229318	296429	572976	636304	578476	847116	532364	485510	375837	385004	380849	433908	350209	406363	579011	629922	418954	387336	489609	351342
262511	361566	249196	319679	512089	368474	355143	319534	212042	279181	291967	186354	296593	282949	286192	167378	194806	233483	584452	614796	766390	550752	418323	149344	302567	392312	465507	275233	376648	500044	457176	418707	345316	478240	298956
18311	27565	20435	25829	30797	25587	33914	33850	17783	23183	30954	18513	17486	18898	15880	21523	21491	31877	42351	38284	63125	54734	30859	26895	27335	36845	21805	23791	26989	37098	35419	29059	24490	27795	25089
399886	417334	188191	317493	408755	354182	321200	493049	254360	281637	255270	233447	332691	356900	284012	212375	298658	438555	617303	638498	722688	634031	545431	338324	348480	448225	439578	318927	403281	539643	513147	477716	389160	445145	299372
19637	31003	32791	32841	33710	36544	37118	39228	25687	20446	28292	23484	22951	24942	16232	22625	29549	27866	57386	38165	61851	50828	36670	34034	33444	47215	31622	22411	30504	34348	36851	36152	23482	27799	24879
237836	360433	239559	309263	431795	387297	378552	348097	239515	284791	316108	202231	261698	271206	238492	232385	295310	299044	519107	493929	711504	582393	364723	257626	300439	438961	342636	266889	328657	430813	415549	416132	295448	354396	271927
11585738	12727301	10551666	13265319	13778442	14977059	14890791	15624267	8952594	10325797	12841380	9299947	9997157	10257782	9593856	10813738	15123737	11566494	24426940	19048456	28993880	23051707	17155497	13175592	12569598	16428423	13086045	10726274	14806931	16113654	16841610	15218014	10900675	12773831	11706005
327296	523631	649795	692571	481600	718975	717229	501044	297595	321474	485571	368288	306976	330174	344062	574550	788725	554688	793764	728988	943126	985626	655904	367363	513848	688803	481668	437064	526878	573701	716287	442960	407331	528610	358525
4021125	4841335	4600640	5712106	5137013	6085701	5833337	6512851	3032467	3492243	4302067	3330614	3805632	3866045	3455193	4426087	5916275	4718502	10049439	8774011	11298869	10932234	7255161	4674743	5351771	7402423	5587945	4519924	5949234	6987026	6158453	5305413	4358508	4834161	4795797
